HitRatio@3,Precision@3,Recall@3,NDCG@3,HitRatio@5,Precision@5,Recall@5,NDCG@5,HitRatio@10,Precision@10,Recall@10,NDCG@10,AUC,Accuracy
0.7415153906866614,0.41568008418837143,0.06090813243752886,0.6357636354019169,0.84017363851618,0.37182320441988953,0.09025147435494257,0.6548441148516297,0.9277821625887924,0.29925019731649566,0.14229501208289824,0.6501710027904541,0.5014752633720038,0.033619480259202354
